Country Name,Country Code,Indicator Name,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Aruba,ABW,GDP per capita (current US$),20620.70063,20669.03197,20436.88713,20833.76161,22569.97499,23300.03956,24045.27248,25835.13267,27084.70369,24630.45371,23512.6026,24985.99328,24713.69805,26189.43551,26647.9381,27980.8807,28281.35048,29007.693,,
Afghanistan,AFG,GDP per capita (current US$),,,179.426611,190.6838143,211.3821169,242.0312849,263.7336917,359.6932375,364.6607448,438.0760344,543.3030419,591.162759,641.8714792,637.1655232,613.8566892,578.4663529,547.2281102,556.3020024,524.1628809,502.1154869
Angola,AGO,GDP per capita (current US$),556.8363181,527.3335285,872.4944916,982.9608993,1255.564045,1902.422346,2599.566464,3121.995637,4080.94141,3122.780766,3587.883798,4615.468028,5100.095808,5254.882338,5408.410496,4166.979684,3506.072885,4095.812942,3289.646664,2973.59116
Albania,ALB,GDP per capita (current US$),1126.683318,1281.659393,1425.124849,1846.118813,2373.579844,2673.787283,2972.743265,3595.037163,4370.540127,4114.140114,4094.350334,4437.142885,4247.629984,4413.060861,4578.631994,3952.801215,4124.055726,4531.020806,5284.380184,5352.857411
Andorra,AND,GDP per capita (current US$),21854.2468,22971.53554,25066.88221,32271.9639,37969.17499,40066.25692,42675.81276,47803.69361,48718.49687,43503.18552,40852.66678,43335.32886,38686.46126,39538.76672,41303.92937,35762.52307,37474.66541,38962.88035,41793.05526,40886.39116
Arab World,ARB,GDP per capita (current US$),2606.076582,2510.261947,2476.696029,2736.482119,3134.673534,3765.820496,4359.807963,4963.541521,6146.391727,5176.528324,5934.290684,6867.692047,7465.151651,7519.80826,7457.461109,6387.660615,6097.239025,6102.211067,6603.35119,6580.056257
United Arab Emirates,ARE,GDP per capita (current US$),33291.41937,31280.78428,31567.47371,33499.09375,36333.24984,39365.4339,41907.40566,41809.51638,44498.93423,32024.1816,33893.30351,39194.67662,40976.49971,42412.63028,43751.83889,38663.38381,38141.84676,40644.80404,43839.35635,43103.32306
Argentina,ARG,GDP per capita (current US$),7708.100996,7208.371567,2593.40415,3349.806124,4277.721351,5109.851325,5919.012037,7245.448317,9020.873098,8225.137176,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14591.86338,11683.94962,10006.14897
Armenia,ARM,GDP per capita (current US$),622.7421391,694.4232277,783.2406986,930.1273219,1191.91902,1643.753029,2158.143697,3139.277499,4010.857243,2994.342544,3218.372707,3525.804747,3681.857456,3838.185801,3986.231624,3607.296697,3591.829276,3914.501268,4220.490277,4622.733493
American Samoa,ASM,GDP per capita (current US$),,,8700.067705,8856.547459,8578.944723,8444.9817,8391.561067,8909.449156,9792.666806,11961.25823,10271.22452,10294.30227,11568.793,11505.39371,11507.23235,11843.33118,11696.95556,10823.4448,11466.69071,
Antigua and Barbuda,ATG,GDP per capita (current US$),10920.84269,10370.67113,10404.43621,10789.95096,11446.63847,12547.61304,13989.71567,15607.08987,16024.34555,14113.07726,13049.25705,12746.20502,13272.44133,12909.74418,13501.58092,14286.09316,15197.61746,15383.41519,16726.98081,17790.30931
Australia,AUS,GDP per capita (current US$),21679.24784,19490.86111,20082.48327,23447.031,30430.67644,33999.24286,36044.92281,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171,49971.13146,54066.47127,57395.91947,54907.10191
Austria,AUT,GDP per capita (current US$),24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44178.04738,45237.80509,47549.07904,51525.04643,50277.27509
Azerbaijan,AZE,GDP per capita (current US$),655.0974326,703.6838434,763.080638,883.6439965,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171,4793.58702
Burundi,BDI,GDP per capita (current US$),136.4639708,134.3634475,123.117628,113.5673664,128.3366128,151.6814634,167.3764845,172.4958599,198.3529006,212.1368804,234.2356469,249.5779794,252.3589799,256.9760028,274.8579479,305.5497728,282.1931304,292.9976307,271.7520444,261.2474725
Belgium,BEL,GDP per capita (current US$),23041.53473,22995.15752,24887.56133,30587.66841,35364.37533,36795.97688,38672.70594,44262.896,48106.89292,44583.54481,44141.87814,47348.52502,44673.11588,46744.66254,47700.54036,40991.80814,41998.33575,44288.50804,47491.32326,46116.69923
Benin,BEN,GDP per capita (current US$),511.400227,517.6142296,572.2287954,709.6905332,797.31268,822.4578309,855.2940392,964.926944,1120.888273,1084.3939,1036.533952,1130.273132,1145.140811,1251.210518,1291.409808,1076.797716,1087.287832,1136.592847,1240.829464,1219.432672
Burkina Faso,BFA,GDP per capita (current US$),254.7175291,266.8641557,293.2807467,373.7876294,417.6270637,457.7515455,473.0291849,534.3558864,640.8108774,621.6731034,647.8358465,751.1729572,758.0007014,787.4701763,792.8467784,653.3269795,687.670175,738.2741589,820.1607938,774.8396902
Bangladesh,BGD,GDP per capita (current US$),418.0689683,415.0344266,413.0802546,446.3106592,475.2919198,499.4619402,509.6401429,558.0518603,634.9870565,702.26441,781.1535936,861.7584443,883.1050005,981.8398792,1118.853663,1248.453398,1401.620466,1563.913857,1698.350394,1855.739824
Bulgaria,BGR,GDP per capita (current US$),1621.242961,1770.913534,2092.957694,2719.497656,3389.707049,3899.907638,4523.050833,5885.104348,7265.735497,6984.965976,6809.898984,7806.348652,7393.189177,7651.817881,7874.260904,7053.603706,7545.790332,8331.058025,9423.558612,9737.601351
Bahrain,BHR,GDP per capita (current US$),13636.39623,12868.26916,13049.80322,14222.0368,15846.54414,17959.25544,19307.60966,20976.54353,23066.53376,19355.90467,20722.13729,22514.23795,23654.35139,24744.29696,24989.40012,22688.9444,22619.11667,23709.43047,23991.05668,23503.97713
"Bahamas, The",BHS,GDP per capita (current US$),27097.61081,27486.23677,28866.80101,28327.27087,28395.92466,30278.36692,30713.70528,31472.09897,30627.23863,28552.19048,28443.40766,28006.37972,29485.62093,28768.02989,29445.03053,31405.96356,31588.835,31827.2427,32217.87159,32933.48601
Bosnia and Herzegovina,BIH,GDP per capita (current US$),1467.776477,1530.814816,1769.199828,2224.745864,2814.999895,2980.602109,3416.510596,4193.373652,5090.932345,4714.702495,4635.517779,5092.551943,4778.636088,5131.394506,5329.635045,4727.277546,4994.68314,5394.59122,6072.180992,6073.265203
Belarus,BLR,GDP per capita (current US$),1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5351.355382,6029.3968,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,5022.626643,5761.74712,6330.075246,6663.295293
Belize,BLZ,GDP per capita (current US$),3364.332936,3404.453017,3525.638583,3650.366521,3802.295808,3883.192389,4153.894738,4252.48725,4404.330836,4186.489965,4270.864345,4423.489797,4505.621302,4568.502958,4705.60269,4775.955648,4818.403909,4887.577208,4884.734162,4815.163711
Bermuda,BMU,GDP per capita (current US$),56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,85458.45551,85748.06541,,,,,,
Bolivia,BOL,GDP per capita (current US$),997.5824599,948.8712066,904.2266273,907.5371101,967.406992,1034.31124,1218.874459,1372.628225,1715.208922,1754.211061,1955.461557,2346.33717,2609.880819,2908.200085,3081.878834,3035.972215,3076.658949,3351.12404,3548.590153,3552.068762
Brazil,BRA,GDP per capita (current US$),3749.75325,3156.798718,2829.283192,3070.910491,3637.462389,4790.437088,5886.463588,7348.030794,8831.023117,8597.915352,11286.24302,13245.6125,12370.0242,12300.32488,12112.58821,8814.000987,8710.09669,9925.386238,9001.234249,8717.186278
Barbados,BRB,GDP per capita (current US$),11268.25406,11209.17431,11361.43367,11699.45576,12512.53251,13822.59168,15199.45797,16770.72121,17092.58214,15885.57971,16056.37098,16458.35321,16249.55939,16451.16358,16489.07224,16525.07325,16900.16655,17391.42587,17745.19346,18148.24493
Brunei Darussalam,BRN,GDP per capita (current US$),18012.55626,16472.14862,16850.15113,18560.60857,21902.08805,26105.27903,30979.87917,32663.56659,37934.37651,27955.71386,35269.55311,47055.84112,47740.5149,44740.08502,41726.78397,31164.56203,27157.82341,28572.14678,31628.32879,31086.75108
Bhutan,BTN,GDP per capita (current US$),718.1878307,764.4366074,845.5102798,962.0969037,1068.421776,1228.441824,1330.965297,1757.182567,1828.149233,1819.213401,2258.183141,2563.257527,2538.9459,2472.714309,2652.214589,2752.664208,2930.562989,3286.574703,3243.231126,
Botswana,BWA,GDP per capita (current US$),3522.308678,3278.00825,3190.615453,4330.9449,5073.53765,5520.12472,5516.03921,5832.733942,5713.534983,5255.768461,6434.815657,7617.325094,7070.37655,7224.965172,7780.638385,6799.875234,7243.852997,7893.210108,8279.601365,7961.33814
Central African Republic,CAF,GDP per capita (current US$),251.2068774,250.3570114,260.7455273,293.6618517,320.7374603,331.1629242,354.6713801,404.373965,464.5614221,474.7054087,488.4214018,551.7500966,565.800697,380.2981676,424.4487513,377.4230017,402.1912906,450.900245,475.9536099,467.9074406
Canada,CAN,GDP per capita (current US$),24190.24962,23738.18072,24169.28473,28200.65808,32034.30774,36266.18712,40385.86996,44543.04104,46594.45095,40773.06153,47448.01322,52087.44638,52678.39012,52652.59368,50893.44671,43585.51198,42322.48478,45148.55271,46313.17137,46194.72523
Central Europe and the Baltics,CEB,GDP per capita (current US$),3942.43818,4347.276316,4929.760469,5936.20961,7164.803283,8347.82284,9468.425951,12004.03179,14576.99141,12293.39198,12576.04184,13889.38578,13015.82872,13718.09775,14161.9073,12493.71382,12792.51412,14198.12986,15966.66834,16184.33201
Switzerland,CHE,GDP per capita (current US$),37868.32306,38538.99005,41376.39399,48087.58314,53340.14766,54952.67372,57579.50195,63555.2375,72487.84593,69927.46877,74605.72102,88415.62806,83538.23008,85112.4644,86605.56338,82081.59712,80172.23207,80449.99456,82818.10816,81993.72715
Channel Islands,CHI,GDP per capita (current US$),43381.65784,41804.37092,44544.43344,48859.48302,56753.3862,58197.44938,63239.65383,74462.64675,,,,,,,,,,,,
Chile,CHL,GDP per capita (current US$),5074.901624,4574.594421,4446.250505,4772.56282,6194.853107,7598.525121,9464.550243,10502.35452,10751.47967,10208.90676,12808.03459,14637.24024,15351.55133,15842.94081,14670.99676,13574.17183,13753.59444,14999.37009,15924.79424,14896.45387
China,CHN,GDP per capita (current US$),959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.969827,3468.304463,3832.235952,4550.453596,5618.132491,6316.918863,7050.64592,7678.599432,8066.942424,8147.938148,8879.438149,9976.676822,10261.67913
Cote d'Ivoire,CIV,GDP per capita (current US$),651.3059068,664.1276663,716.5302656,869.7125993,921.2012673,930.8298181,949.1318328,1061.154026,1235.613366,1210.295426,1213.112645,1208.583026,1243.273487,1415.871758,1561.463655,1972.546108,2013.382462,2111.027076,2302.612951,2286.162777
Cameroon,CMR,GDP per capita (current US$),649.9918454,651.1009075,707.8875674,865.9581375,1009.94312,1011.880073,1062.137433,1194.06985,1371.746708,1314.706015,1286.515572,1405.094392,1354.545613,1465.638843,1542.620266,1327.503017,1364.33011,1425.107818,1534.491274,1497.909176
"Congo, Dem. Rep.",COD,GDP per capita (current US$),405.216253,153.5910092,175.0099651,173.7961353,194.0399624,218.3861908,255.4330838,286.3304921,327.5637218,298.6196821,334.0215726,387.0824654,424.6003861,457.9637283,486.7870819,497.3169608,471.3188404,467.0742375,557.0644183,545.2162123
"Congo, Rep.",COG,GDP per capita (current US$),1029.577037,868.3399509,912.2781532,1026.107674,1324.219142,1680.204588,2064.344523,2165.745759,2956.264407,2314.266025,2812.435974,3286.694535,3032.493883,3047.930773,2996.918026,1762.032018,1815.295843,1767.894521,2223.854479,2011.072399
Colombia,COL,GDP per capita (current US$),2520.480898,2439.681836,2396.627274,2281.40196,2782.62305,3414.465833,3741.093171,4714.072541,5472.536133,5193.241451,6336.709214,7335.11051,8050.058414,8218.033996,8114.084069,6175.876132,5871.223575,6377.851363,6718.585324,6432.387583
Comoros,COM,GDP per capita (current US$),645.8186908,680.3185414,744.4751724,935.611518,1059.176884,1068.600321,1113.957757,1238.461514,1387.594626,1339.337191,1316.498848,1447.963587,1403.34862,1505.349473,1513.830379,1242.60319,1273.058953,1323.81159,1415.955313,1393.522372
Cabo Verde,CPV,GDP per capita (current US$),1259.323656,1292.202785,1401.903733,1809.089925,2024.275248,2099.157484,2361.385134,3186.826892,3721.250949,3517.401245,3378.25486,3740.389099,3447.524041,3615.979041,3588.674054,3043.013984,3130.963385,3292.645755,3617.327488,3603.781794
Costa Rica,CRI,GDP per capita (current US$),3772.870012,3944.737613,4024.6519,4129.632791,4385.390719,4654.824822,5201.514095,6071.789165,6859.079022,6760.477515,8141.913127,9121.932518,9913.209959,10490.08133,10547.15186,11299.13554,11666.45591,11814.62657,12112.13442,12238.37496
Caribbean small states,CSS,GDP per capita (current US$),5252.809735,5374.137198,5599.154459,5943.610645,6459.368502,7253.537344,8061.230996,8913.791951,10059.83315,8411.007673,9086.894793,9762.053463,10017.38359,10140.16594,10202.27477,9939.801206,9384.914524,9557.517493,9982.268089,10307.58628
Cuba,CUB,GDP per capita (current US$),2747.098575,2837.738018,2999.245244,3197.133754,3395.71205,3786.664795,4683.566155,5208.716073,5411.271418,5529.67036,5730.354775,6139.71933,6497.321113,6837.712892,7133.342095,7694.01192,8060.795886,8541.210673,8821.818891,
Curacao,CUW,GDP per capita (current US$),,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19573.89265,
Cayman Islands,CYM,GDP per capita (current US$),,,,,,,83322.78344,85434.26817,85187.84024,77398.01584,73350.78482,72328.41164,72783.32044,73515.89532,74990.43322,76280.48625,78296.09993,81124.51348,85477.28701,
Cyprus,CYP,GDP per capita (current US$),14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27129.62612,23333.71491,24532.51906,26338.69434,28689.70672,27858.371
Czech Republic,CZE,GDP per capita (current US$),6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18463.38658,20379.89604,23046.94913,23101.7777
Germany,DEU,GDP per capita (current US$),23635.92922,23607.88286,25077.72908,30243.57653,34044.05363,34507.36881,36323.44774,41587.2129,45427.15168,41485.90165,41531.9342,46644.77603,43858.36306,46285.76407,47959.99327,41139.54457,42098.92045,44349.58966,47639.00344,46258.87829
Djibouti,DJI,GDP per capita (current US$),768.1760767,780.9082226,791.3894782,818.8666298,863.2316123,904.7297489,967.6686229,1052.725652,1223.856861,1267.312801,1343.26873,1451.54298,1559.240651,2312.728803,2464.327841,2658.978753,2802.197051,2914.383856,3141.889219,3408.846254
Dominica,DMA,GDP per capita (current US$),4787.780171,4883.723663,4771.040927,4897.44175,5217.230416,5160.224314,5518.399108,5952.056669,6469.145738,6902.85717,6967.266654,7065.061847,6848.394227,7016.676471,7318.103783,7596.435062,8080.968623,7274.721333,7691.345097,8300.375074
Denmark,DNK,GDP per capita (current US$),30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.856,54663.99837,57141.05984,61390.69301,59822.09296
Dominican Republic,DOM,GDP per capita (current US$),2869.105861,2977.148428,3136.155187,2445.435893,2528.577199,3970.32284,4134.683785,4707.792532,5087.985365,5039.402596,5555.389722,5913.432072,6110.369652,6238.133608,6608.828102,6921.517228,7280.880109,7609.338799,8050.63044,8282.116222
Algeria,DZA,GDP per capita (current US$),1764.97383,1740.642423,1781.837365,2103.413058,2609.945608,3113.101094,3478.654871,3950.519369,4923.629265,3883.261271,4480.799271,5455.853529,5592.257099,5499.581487,5493.02559,4177.892515,3946.443977,4044.2766,4114.715061,3948.343279
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),956.6720981,1008.368263,1106.279813,1241.632528,1428.057728,1640.960056,1961.132965,2461.094187,3091.073283,3327.851534,4005.488963,4858.581874,5378.84239,5891.457766,6306.328414,6522.674364,6612.248471,7173.398308,7971.137515,8222.07773
Early-demographic dividend,EAR,GDP per capita (current US$),1336.999304,1300.562379,1241.895696,1358.496792,1552.336306,1780.271725,2003.737176,2338.724497,2595.773601,2460.736569,2944.925795,3252.888306,3362.382791,3373.30668,3444.087951,3297.405256,3328.524055,3548.288051,3582.002227,3641.494281
East Asia & Pacific,EAS,GDP per capita (current US$),4052.343379,3736.2279,3765.784419,4108.71312,4574.633268,4848.234538,5105.557388,5672.542598,6498.487645,6647.743114,7697.992805,8861.458466,9420.497882,9466.235452,9703.284026,9598.278555,9857.980865,10467.70219,11316.76045,11526.73649
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),1790.954858,1770.454464,2026.546064,2553.074991,3381.530203,4269.885041,5229.663859,6709.636366,8284.804299,6466.589968,7780.766654,9611.536804,10189.22398,10729.40774,9897.827942,7461.211702,7043.481347,7863.679049,8013.860708,8110.721448
Europe & Central Asia,ECS,GDP per capita (current US$),11645.97473,11759.67881,12832.26396,15581.57769,18109.43336,19222.374,20752.63467,24159.81646,26415.00853,23138.56059,23604.68119,26109.25901,25068.32812,26071.85206,26301.08299,22551.60089,22371.68239,23597.42401,25171.42597,24696.33961
Ecuador,ECU,GDP per capita (current US$),1445.279324,1894.615169,2172.101877,2425.851842,2691.278081,3002.136867,3328.882972,3567.836438,4249.019262,4231.615798,4633.590358,5200.55579,5682.045007,6056.330827,6377.09153,6124.491643,6060.093329,6213.501276,6295.935399,6183.823825
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),1450.476242,1391.707846,1228.937975,1138.664673,1063.003663,1187.51969,1398.190624,1667.843721,2044.527855,2329.23948,2644.817039,2791.954962,3232.648892,3264.378787,3378.831358,3598.970948,3525.020165,2440.510173,2549.132252,3020.03135
